Scaffold_name	Bin_name	Pfam	domain_name	Abundance
700mSIPHEX1_3_scaffold_33_c1_141	700mSIPHEX1_3	PF00384	Molybdopterin oxidoreductase	4
700mSIPHEX1_3_scaffold_33_c1_141	700mSIPHEX1_3	PF10588	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region	1
700mSIPHEX1_3_scaffold_33_c1_141	700mSIPHEX1_3	PF12838	4Fe-4S dicluster domain	4
700mSIPHEX1_3_scaffold_33_c1_141	700mSIPHEX1_3	PF04879	Molybdopterin oxidoreductase Fe4S4 domain	4
700mSIPHEX1_3_scaffold_31_c1_120	700mSIPHEX1_3	PF07152	YaeQ protein	1
700mSIPHEX1_3_scaffold_12_c1_125	700mSIPHEX1_3	PF00591	Glycosyl transferase family, a/b domain	1
700mSIPHEX1_3_scaffold_12_c1_125	700mSIPHEX1_3	PF02885	Glycosyl transferase family, helical bundle domain	1
700mSIPHEX1_3_scaffold_6_c1_95	700mSIPHEX1_3	PF01593	Flavin containing amine oxidoreductase	3
700mSIPHEX1_3_scaffold_65_c1_197	700mSIPHEX1_3	PF08238	Sel1 repeat	3
700mSIPHEX1_3_scaffold_6_c1_159	700mSIPHEX1_3	PF05175	Methyltransferase small domain	4
700mSIPHEX1_3_scaffold_134_c1_28	700mSIPHEX1_3	PF03952	Enolase, N-terminal domain	2
700mSIPHEX1_3_scaffold_134_c1_28	700mSIPHEX1_3	PF00113	Enolase, C-terminal TIM barrel domain	2
700mSIPHEX1_3_scaffold_71_c1_22	700mSIPHEX1_3	PF00082	Subtilase family	3
700mSIPHEX1_3_scaffold_12_c1_225	700mSIPHEX1_3	PF01503	Phosphoribosyl-ATP pyrophosphohydrolase	1
700mSIPHEX1_3_scaffold_12_c1_292	700mSIPHEX1_3	PF03658	RnfH family Ubiquitin	1
700mSIPHEX1_3_scaffold_178_c1_40	700mSIPHEX1_3	PF00327	Ribosomal protein L30p/L7e	1
700mSIPHEX1_3_scaffold_6_c1_477	700mSIPHEX1_3	PF03695	Uncharacterised protein family (UPF0149)	2
700mSIPHEX1_3_scaffold_129_c2_27	700mSIPHEX1_3	PF03781	Sulfatase-modifying factor enzyme 1	3
700mSIPHEX1_3_scaffold_12_c1_14	700mSIPHEX1_3	PF00005	ABC transporter	76
700mSIPHEX1_3_scaffold_151_c1_13	700mSIPHEX1_3	PF00005	ABC transporter	76
700mSIPHEX1_3_scaffold_52_c1_87	700mSIPHEX1_3	PF04245	37-kD nucleoid-associated bacterial protein	2
700mSIPHEX1_3_scaffold_41_c1_220	700mSIPHEX1_3	PF01177	Asp/Glu/Hydantoin racemase	2
700mSIPHEX1_3_scaffold_41_c1_259	700mSIPHEX1_3	PF02224	Cytidylate kinase	1
700mSIPHEX1_3_scaffold_33_c1_215	700mSIPHEX1_3	PF00291	Pyridoxal-phosphate dependent enzyme	7
700mSIPHEX1_3_scaffold_33_c1_88	700mSIPHEX1_3	PF06339	Ectoine synthase	2
700mSIPHEX1_3_scaffold_31_c1_121	700mSIPHEX1_3	PF00676	Dehydrogenase E1 component	2
700mSIPHEX1_3_scaffold_12_c1_108	700mSIPHEX1_3	PF00497	Bacterial extracellular solute-binding proteins, family 3	25
700mSIPHEX1_3_scaffold_33_c1_131	700mSIPHEX1_3	PF00440	Bacterial regulatory proteins, tetR family	24
700mSIPHEX1_3_scaffold_129_c1_41	700mSIPHEX1_3	PF01029	NusB family	2
700mSIPHEX1_3_scaffold_24_c1_333	700mSIPHEX1_3	PF00512	His Kinase A (phospho-acceptor) domain	29
700mSIPHEX1_3_scaffold_24_c1_333	700mSIPHEX1_3	PF00989	PAS fold	9
700mSIPHEX1_3_scaffold_24_c1_333	700mSIPHEX1_3	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	44
700mSIPHEX1_3_scaffold_24_c1_333	700mSIPHEX1_3	PF00072	Response regulator receiver domain	67
700mSIPHEX1_3_scaffold_93_c1_30	700mSIPHEX1_3	PF04191	Phospholipid methyltransferase	1
700mSIPHEX1_3_scaffold_109_c1_40	700mSIPHEX1_3	PF03330	Lytic transglycolase	1
700mSIPHEX1_3_scaffold_109_c1_40	700mSIPHEX1_3	PF05036	SPOR domain	4
700mSIPHEX1_3_scaffold_24_c1_237	700mSIPHEX1_3	PF00472	RF-1 domain	3
700mSIPHEX1_3_scaffold_12_c1_72	700mSIPHEX1_3	PF04290	Tripartite ATP-independent periplasmic transporters, DctQ component	10
700mSIPHEX1_3_scaffold_31_c1_165	700mSIPHEX1_3	PF02653	Branched-chain amino acid transport system / permease component	19
700mSIPHEX1_3_scaffold_31_c1_230	700mSIPHEX1_3	PF00860	Permease family	5
700mSIPHEX1_3_scaffold_41_c1_239	700mSIPHEX1_3	PF02687	FtsX-like permease family	6
700mSIPHEX1_3_scaffold_12_c1_114	700mSIPHEX1_3	PF13409	Glutathione S-transferase, N-terminal domain	7
700mSIPHEX1_3_scaffold_12_c1_114	700mSIPHEX1_3	PF13410	Glutathione S-transferase, C-terminal domain	7
700mSIPHEX1_3_scaffold_24_c1_352	700mSIPHEX1_3	PF01632	Ribosomal protein L35	1
700mSIPHEX1_3_scaffold_65_c1_173	700mSIPHEX1_3	PF10048	Predicted integral membrane protein (DUF2282)	1
700mSIPHEX1_3_scaffold_93_c1_3	700mSIPHEX1_3	PF02411	MerT mercuric transport protein	1
700mSIPHEX1_3_scaffold_12_c1_435	700mSIPHEX1_3	PF00528	Binding-protein-dependent transport system inner membrane component	39
700mSIPHEX1_3_scaffold_93_c1_27	700mSIPHEX1_3	PF11604	Copper binding periplasmic protein CusF	2
700mSIPHEX1_3_scaffold_284_c1_39	700mSIPHEX1_3	PF01807	CHC2 zinc finger	1
700mSIPHEX1_3_scaffold_284_c1_39	700mSIPHEX1_3	PF13155	Toprim-like	1
700mSIPHEX1_3_scaffold_284_c1_39	700mSIPHEX1_3	PF08275	DNA primase catalytic core, N-terminal domain	1
700mSIPHEX1_3_scaffold_65_c1_48	700mSIPHEX1_3	PF05437	Branched-chain amino acid transport protein (AzlD)	1
700mSIPHEX1_3_scaffold_33_c1_45	700mSIPHEX1_3	PF02092	Glycyl-tRNA synthetase beta subunit	1
700mSIPHEX1_3_scaffold_33_c1_45	700mSIPHEX1_3	PF05746	DALR anticodon binding domain	2
700mSIPHEX1_3_scaffold_6_c1_428	700mSIPHEX1_3	PF02264	LamB porin	3
700mSIPHEX1_3_scaffold_70_c1_150	700mSIPHEX1_3	PF14403	Circularly permuted ATP-grasp type 2	1
700mSIPHEX1_3_scaffold_93_c1_74	700mSIPHEX1_3	PF13473	Cupredoxin-like domain	1
700mSIPHEX1_3_scaffold_31_c1_231	700mSIPHEX1_3	PF03928	Haem degrading protein HbpS-like	2
700mSIPHEX1_3_scaffold_12_c1_41	700mSIPHEX1_3	PF04307	LexA-binding, inner membrane-associated putative hydrolase	1
700mSIPHEX1_3_scaffold_65_c1_85	700mSIPHEX1_3	PF13430	Domain of unknown function (DUF4112)	1
700mSIPHEX1_3_scaffold_6_c1_536	700mSIPHEX1_3	PF03100	CcmE	1
700mSIPHEX1_3_scaffold_41_c1_122	700mSIPHEX1_3	PF00890	FAD binding domain	4
700mSIPHEX1_3_scaffold_41_c1_122	700mSIPHEX1_3	PF02910	Fumarate reductase flavoprotein C-term	2
700mSIPHEX1_3_scaffold_70_c1_10	700mSIPHEX1_3	PF01266	FAD dependent oxidoreductase	9
700mSIPHEX1_3_scaffold_12_c1_253	700mSIPHEX1_3	PF00497	Bacterial extracellular solute-binding proteins, family 3	25
700mSIPHEX1_3_scaffold_31_c1_289	700mSIPHEX1_3	PF05016	ParE toxin of type II toxin-antitoxin system, parDE	2
700mSIPHEX1_3_scaffold_328_c1_22	700mSIPHEX1_3	PF10707	PhoP regulatory network protein YrbL	1
700mSIPHEX1_3_scaffold_12_c1_110	700mSIPHEX1_3	PF00528	Binding-protein-dependent transport system inner membrane component	39
700mSIPHEX1_3_scaffold_33_c1_276	700mSIPHEX1_3	PF11700	Vacuole effluxer Atg22 like	1
700mSIPHEX1_3_scaffold_12_c1_415	700mSIPHEX1_3	PF00109	Beta-ketoacyl synthase, N-terminal domain	3
700mSIPHEX1_3_scaffold_12_c1_415	700mSIPHEX1_3	PF02801	Beta-ketoacyl synthase, C-terminal domain	3
700mSIPHEX1_3_scaffold_12_c1_10	700mSIPHEX1_3	PF03061	Thioesterase superfamily	12
700mSIPHEX1_3_scaffold_31_c1_67	700mSIPHEX1_3	PF00990	Diguanylate cyclase, GGDEF domain	48
700mSIPHEX1_3_scaffold_31_c1_67	700mSIPHEX1_3	PF20975	DGC-associated coil	1
700mSIPHEX1_3_scaffold_6_c1_404	700mSIPHEX1_3	PF00113	Enolase, C-terminal TIM barrel domain	2
700mSIPHEX1_3_scaffold_6_c1_404	700mSIPHEX1_3	PF03952	Enolase, N-terminal domain	2
700mSIPHEX1_3_scaffold_31_c1_29	700mSIPHEX1_3	PF00437	Type II/IV secretion system protein	6
700mSIPHEX1_3_scaffold_178_c1_49	700mSIPHEX1_3	PF07690	Major Facilitator Superfamily	17
700mSIPHEX1_3_scaffold_71_c1_130	700mSIPHEX1_3	PF01584	CheW-like domain	7
700mSIPHEX1_3_scaffold_41_c1_97	700mSIPHEX1_3	PF03705	CheR methyltransferase, all-alpha domain	2
700mSIPHEX1_3_scaffold_41_c1_97	700mSIPHEX1_3	PF01739	CheR methyltransferase, SAM binding domain	2
700mSIPHEX1_3_scaffold_199_c1_38	700mSIPHEX1_3	PF03308	Methylmalonyl Co-A mutase-associated GTPase MeaB	1
700mSIPHEX1_3_scaffold_41_c1_268	700mSIPHEX1_3	PF07995	Glucose / Sorbosone dehydrogenase	3
700mSIPHEX1_3_scaffold_12_c1_326	700mSIPHEX1_3	PF14559	Tetratricopeptide repeat	7
700mSIPHEX1_3_scaffold_12_c1_269	700mSIPHEX1_3	PF00196	Bacterial regulatory proteins, luxR family	13
700mSIPHEX1_3_scaffold_70_c1_59	700mSIPHEX1_3	PF03480	Bacterial extracellular solute-binding protein, family 7	12
700mSIPHEX1_3_scaffold_31_c1_208	700mSIPHEX1_3	PF13426	PAS domain	7
700mSIPHEX1_3_scaffold_31_c1_208	700mSIPHEX1_3	PF00072	Response regulator receiver domain	67
700mSIPHEX1_3_scaffold_31_c1_208	700mSIPHEX1_3	PF00563	EAL domain	21
700mSIPHEX1_3_scaffold_31_c1_208	700mSIPHEX1_3	PF00990	Diguanylate cyclase, GGDEF domain	48
700mSIPHEX1_3_scaffold_71_c1_121	700mSIPHEX1_3	PF01227	GTP cyclohydrolase I	1
700mSIPHEX1_3_scaffold_65_c1_42	700mSIPHEX1_3	PF04339	Peptidogalycan biosysnthesis/recognition	1
700mSIPHEX1_3_scaffold_12_c1_69	700mSIPHEX1_3	PF00171	Aldehyde dehydrogenase family	15
700mSIPHEX1_3_scaffold_41_c1_228	700mSIPHEX1_3	PF12706	Beta-lactamase superfamily domain	2
700mSIPHEX1_3_scaffold_109_c1_79	700mSIPHEX1_3	PF08478	POTRA domain, FtsQ-type	1
700mSIPHEX1_3_scaffold_109_c1_79	700mSIPHEX1_3	PF03799	Cell division protein FtsQ/DivIB, C-terminal	1
700mSIPHEX1_3_scaffold_6_c1_456	700mSIPHEX1_3	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	31
700mSIPHEX1_3_scaffold_6_c1_456	700mSIPHEX1_3	PF03466	LysR substrate binding domain	31
700mSIPHEX1_3_scaffold_6_c1_120	700mSIPHEX1_3	PF08496	Peptidase family S49 N-terminal	1
700mSIPHEX1_3_scaffold_6_c1_120	700mSIPHEX1_3	PF01343	Peptidase family S49	2
700mSIPHEX1_3_scaffold_6_c1_195	700mSIPHEX1_3	PF05762	VWA domain containing CoxE-like protein	1
700mSIPHEX1_3_scaffold_24_c1_13	700mSIPHEX1_3	PF00899	ThiF family	2
700mSIPHEX1_3_scaffold_41_c1_151	700mSIPHEX1_3	PF00266	Aminotransferase class-V	3
700mSIPHEX1_3_scaffold_71_c1_3	700mSIPHEX1_3	PF09722	Antitoxin Xre/MbcA/ParS C-terminal toxin-binding domain	1
700mSIPHEX1_3_scaffold_33_c1_170	700mSIPHEX1_3	PF03352	Methyladenine glycosylase	2
700mSIPHEX1_3_scaffold_129_c2_1	700mSIPHEX1_3	PF13401	AAA domain	4
700mSIPHEX1_3_scaffold_52_c1_4	700mSIPHEX1_3	PF10003	Integral membrane protein (DUF2244)	1
700mSIPHEX1_3_scaffold_41_c1_85	700mSIPHEX1_3	PF14520	Helix-hairpin-helix domain	4
700mSIPHEX1_3_scaffold_41_c1_85	700mSIPHEX1_3	PF01541	GIY-YIG catalytic domain	2
700mSIPHEX1_3_scaffold_41_c1_85	700mSIPHEX1_3	PF08459	UvrC RNAse H endonuclease domain	1
700mSIPHEX1_3_scaffold_41_c1_85	700mSIPHEX1_3	PF02151	UvrB/uvrC motif	2
700mSIPHEX1_3_scaffold_31_c1_37	700mSIPHEX1_3	PF01725	Ham1 family	1
700mSIPHEX1_3_scaffold_24_c1_43	700mSIPHEX1_3	PF13692	Glycosyl transferases group 1	2
700mSIPHEX1_3_scaffold_24_c1_43	700mSIPHEX1_3	PF13439	Glycosyltransferase Family 4	9
700mSIPHEX1_3_scaffold_6_c1_153	700mSIPHEX1_3	PF00180	Isocitrate/isopropylmalate dehydrogenase	2
700mSIPHEX1_3_scaffold_70_c1_84	700mSIPHEX1_3	PF01965	DJ-1/PfpI family	5
700mSIPHEX1_3_scaffold_359_c1_21	700mSIPHEX1_3	PF02568	Thiamine biosynthesis protein (ThiI)	1
700mSIPHEX1_3_scaffold_359_c1_21	700mSIPHEX1_3	PF00581	Rhodanese-like domain	3
700mSIPHEX1_3_scaffold_359_c1_21	700mSIPHEX1_3	PF02926	THUMP domain	2
700mSIPHEX1_3_scaffold_199_c1_23	700mSIPHEX1_3	PF17804	Tail specific protease N-terminal domain	1
700mSIPHEX1_3_scaffold_199_c1_23	700mSIPHEX1_3	PF03572	Peptidase family S41	2
700mSIPHEX1_3_scaffold_199_c1_23	700mSIPHEX1_3	PF00595	PDZ domain	1
700mSIPHEX1_3_scaffold_199_c1_23	700mSIPHEX1_3	PF11818	C-terminal domain of tail specific protease (DUF3340)	1
700mSIPHEX1_3_scaffold_31_c1_287	700mSIPHEX1_3	PF00248	Aldo/keto reductase family	6
700mSIPHEX1_3_scaffold_6_c1_401	700mSIPHEX1_3	PF00248	Aldo/keto reductase family	6
700mSIPHEX1_3_scaffold_70_c1_146	700mSIPHEX1_3	PF06803	Protein of unknown function (DUF1232)	1
700mSIPHEX1_3_scaffold_12_c1_414	700mSIPHEX1_3	PF12833	Helix-turn-helix domain	31
700mSIPHEX1_3_scaffold_70_c1_35	700mSIPHEX1_3	PF07690	Major Facilitator Superfamily	17
700mSIPHEX1_3_scaffold_24_c1_307	700mSIPHEX1_3	PF01381	Helix-turn-helix	4
700mSIPHEX1_3_scaffold_31_c1_3	700mSIPHEX1_3	PF18918	Family of unknown function (DUF5669)	1
700mSIPHEX1_3_scaffold_12_c1_304	700mSIPHEX1_3	PF01728	FtsJ-like methyltransferase	2
700mSIPHEX1_3_scaffold_71_c1_56	700mSIPHEX1_3	PF01638	HxlR-like helix-turn-helix	1
700mSIPHEX1_3_scaffold_31_c1_207	700mSIPHEX1_3	PF00916	Sulfate permease family	3
700mSIPHEX1_3_scaffold_31_c1_207	700mSIPHEX1_3	PF01740	STAS domain	4
700mSIPHEX1_3_scaffold_52_c1_127	700mSIPHEX1_3	PF03969	AFG1-like ATPase	1
700mSIPHEX1_3_scaffold_31_c1_114	700mSIPHEX1_3	PF08352	Oligopeptide/dipeptide transporter, C-terminal region	3
700mSIPHEX1_3_scaffold_31_c1_114	700mSIPHEX1_3	PF00005	ABC transporter	76
700mSIPHEX1_3_scaffold_178_c1_43	700mSIPHEX1_3	PF00416	Ribosomal protein S13/S18	1
700mSIPHEX1_3_scaffold_41_c1_126	700mSIPHEX1_3	PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase	4
700mSIPHEX1_3_scaffold_41_c1_126	700mSIPHEX1_3	PF14833	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase	4
700mSIPHEX1_3_scaffold_129_c1_10	700mSIPHEX1_3	PF00795	Carbon-nitrogen hydrolase	6
700mSIPHEX1_3_scaffold_129_c1_10	700mSIPHEX1_3	PF02540	NAD synthase	2
700mSIPHEX1_3_scaffold_31_c1_102	700mSIPHEX1_3	PF13361	UvrD-like helicase C-terminal domain	4
700mSIPHEX1_3_scaffold_31_c1_102	700mSIPHEX1_3	PF00580	UvrD/REP helicase N-terminal domain	4
700mSIPHEX1_3_scaffold_93_c1_69	700mSIPHEX1_3	PF00507	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3	2
700mSIPHEX1_3_scaffold_6_c1_439	700mSIPHEX1_3	PF09190	DALR domain	1
700mSIPHEX1_3_scaffold_6_c1_439	700mSIPHEX1_3	PF01406	tRNA synthetases class I (C) catalytic domain	1
700mSIPHEX1_3_scaffold_109_c1_81	700mSIPHEX1_3	PF02875	Mur ligase family, glutamate ligase domain	4
700mSIPHEX1_3_scaffold_109_c1_81	700mSIPHEX1_3	PF01225	Mur ligase family, catalytic domain	3
700mSIPHEX1_3_scaffold_109_c1_81	700mSIPHEX1_3	PF08245	Mur ligase middle domain	4
700mSIPHEX1_3_scaffold_151_c1_6	700mSIPHEX1_3	PF01479	S4 domain	7
700mSIPHEX1_3_scaffold_33_c1_15	700mSIPHEX1_3	PF02195	ParB/Sulfiredoxin domain	1
700mSIPHEX1_3_scaffold_33_c1_15	700mSIPHEX1_3	PF17762	HTH domain found in ParB protein	1
700mSIPHEX1_3_scaffold_12_c1_196	700mSIPHEX1_3	PF01220	Dehydroquinase class II	1
700mSIPHEX1_3_scaffold_178_c1_32	700mSIPHEX1_3	PF00238	Ribosomal protein L14p/L23e	1
700mSIPHEX1_3_scaffold_41_c1_35	700mSIPHEX1_3	PF00881	Nitroreductase family	6
700mSIPHEX1_3_scaffold_71_c1_152	700mSIPHEX1_3	PF02321	Outer membrane efflux protein	6
700mSIPHEX1_3_scaffold_328_c1_17	700mSIPHEX1_3	PF12804	MobA-like NTP transferase domain	4
700mSIPHEX1_3_scaffold_24_c1_116	700mSIPHEX1_3	PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	6
700mSIPHEX1_3_scaffold_24_c1_116	700mSIPHEX1_3	PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	5
700mSIPHEX1_3_scaffold_93_c1_95	700mSIPHEX1_3	PF00132	Bacterial transferase hexapeptide (six repeats)	4
700mSIPHEX1_3_scaffold_93_c1_95	700mSIPHEX1_3	PF13720	Udp N-acetylglucosamine O-acyltransferase; Domain 2	1
700mSIPHEX1_3_scaffold_12_c1_349	700mSIPHEX1_3	PF02321	Outer membrane efflux protein	6
700mSIPHEX1_3_scaffold_134_c1_1	700mSIPHEX1_3	PF00072	Response regulator receiver domain	67
700mSIPHEX1_3_scaffold_31_c1_292	700mSIPHEX1_3	PF02798	Glutathione S-transferase, N-terminal domain	5
700mSIPHEX1_3_scaffold_31_c1_292	700mSIPHEX1_3	PF13410	Glutathione S-transferase, C-terminal domain	7
700mSIPHEX1_3_scaffold_93_c1_34	700mSIPHEX1_3	PF08534	Redoxin	5
700mSIPHEX1_3_scaffold_71_c1_5	700mSIPHEX1_3	PF20293	ABC-three component (ABC-3C) system Middle Component 6	1
700mSIPHEX1_3_scaffold_33_c1_21	700mSIPHEX1_3	PF16576	Barrel-sandwich domain of CusB or HlyD membrane-fusion	9
700mSIPHEX1_3_scaffold_24_c1_54	700mSIPHEX1_3	PF02729	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	2
700mSIPHEX1_3_scaffold_24_c1_54	700mSIPHEX1_3	PF00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	2
700mSIPHEX1_3_scaffold_65_c1_103	700mSIPHEX1_3	PF01212	Beta-eliminating lyase	1
700mSIPHEX1_3_scaffold_31_c1_21	700mSIPHEX1_3	PF13511	Domain of unknown function (DUF4124)	6
700mSIPHEX1_3_scaffold_6_c1_351	700mSIPHEX1_3	PF18125	RlmM ferredoxin-like domain	1
700mSIPHEX1_3_scaffold_6_c1_351	700mSIPHEX1_3	PF01728	FtsJ-like methyltransferase	2
700mSIPHEX1_3_scaffold_6_c1_351	700mSIPHEX1_3	PF21239	Ribosomal RNA large subunit methyltransferase M, N-terminal	1
700mSIPHEX1_3_scaffold_6_c1_530	700mSIPHEX1_3	PF07719	Tetratricopeptide repeat	1
700mSIPHEX1_3_scaffold_6_c1_530	700mSIPHEX1_3	PF13519	von Willebrand factor type A domain	1
700mSIPHEX1_3_scaffold_33_c1_12	700mSIPHEX1_3	PF00137	ATP synthase subunit C	1
700mSIPHEX1_3_scaffold_65_c1_171	700mSIPHEX1_3	PF09836	Putative DNA-binding domain	2
700mSIPHEX1_3_scaffold_65_c1_39	700mSIPHEX1_3	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	44
700mSIPHEX1_3_scaffold_65_c1_39	700mSIPHEX1_3	PF00512	His Kinase A (phospho-acceptor) domain	29
700mSIPHEX1_3_scaffold_65_c1_39	700mSIPHEX1_3	PF00672	HAMP domain	19
700mSIPHEX1_3_scaffold_6_c1_331	700mSIPHEX1_3	PF00293	NUDIX domain	6
700mSIPHEX1_3_scaffold_6_c1_102	700mSIPHEX1_3	PF05597	Poly(hydroxyalcanoate) granule associated protein (phasin)	1
700mSIPHEX1_3_scaffold_6_c1_39	700mSIPHEX1_3	PF03466	LysR substrate binding domain	31
700mSIPHEX1_3_scaffold_6_c1_39	700mSIPHEX1_3	PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	31
700mSIPHEX1_3_scaffold_33_c1_232	700mSIPHEX1_3	PF00209	Sodium:neurotransmitter symporter family	3
700mSIPHEX1_3_scaffold_31_c1_118	700mSIPHEX1_3	PF04172	LrgB-like family	2
700mSIPHEX1_3_scaffold_12_c1_13	700mSIPHEX1_3	PF11812	Domain of unknown function (DUF3333)	1
700mSIPHEX1_3_scaffold_12_c1_13	700mSIPHEX1_3	PF00528	Binding-protein-dependent transport system inner membrane component	39
700mSIPHEX1_3_scaffold_52_c1_170	700mSIPHEX1_3	PF02452	PemK-like, MazF-like toxin of type II toxin-antitoxin system	1
700mSIPHEX1_3_scaffold_6_c1_533	700mSIPHEX1_3	PF03918	Cytochrome C biogenesis protein	2
700mSIPHEX1_3_scaffold_70_c1_149	700mSIPHEX1_3	PF00909	Ammonium Transporter Family	2
700mSIPHEX1_3_scaffold_12_c1_404	700mSIPHEX1_3	PF13729	F plasmid transfer operon, TraF, protein	1
700mSIPHEX1_3_scaffold_41_c1_224	700mSIPHEX1_3	PF12802	MarR family	2
700mSIPHEX1_3_scaffold_65_c1_27	700mSIPHEX1_3	PF00361	Proton-conducting membrane transporter	8
700mSIPHEX1_3_scaffold_65_c1_27	700mSIPHEX1_3	PF00662	NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus	3
700mSIPHEX1_3_scaffold_65_c1_27	700mSIPHEX1_3	PF20501	MBH, subunit E	1
700mSIPHEX1_3_scaffold_65_c1_27	700mSIPHEX1_3	PF13244	MBH, subunit D	1
700mSIPHEX1_3_scaffold_65_c1_27	700mSIPHEX1_3	PF04039	Domain related to MnhB subunit of Na+/H+ antiporter	1
700mSIPHEX1_3_scaffold_12_c1_221	700mSIPHEX1_3	PF04452	RNA methyltransferase domain	2
700mSIPHEX1_3_scaffold_52_c1_112	700mSIPHEX1_3	PF06835	Lipopolysaccharide-assembly, LptC-related	1
700mSIPHEX1_3_scaffold_284_c1_17	700mSIPHEX1_3	PF04542	Sigma-70 region 2	15
700mSIPHEX1_3_scaffold_284_c1_17	700mSIPHEX1_3	PF08281	Sigma-70, region 4	8
700mSIPHEX1_3_scaffold_41_c1_19	700mSIPHEX1_3	PF08125	Mannitol dehydrogenase C-terminal domain	1
700mSIPHEX1_3_scaffold_41_c1_19	700mSIPHEX1_3	PF01232	Mannitol dehydrogenase Rossmann domain	1
700mSIPHEX1_3_scaffold_24_c1_298	700mSIPHEX1_3	PF00108	Thiolase, N-terminal domain	11
700mSIPHEX1_3_scaffold_24_c1_298	700mSIPHEX1_3	PF02803	Thiolase, C-terminal domain	11
700mSIPHEX1_3_scaffold_31_c1_262	700mSIPHEX1_3	PF13372	Alginate export	1
700mSIPHEX1_3_scaffold_33_c1_217	700mSIPHEX1_3	PF10099	Anti-sigma-K factor rskA	2
700mSIPHEX1_3_scaffold_12_c1_495	700mSIPHEX1_3	PF06808	Tripartite ATP-independent periplasmic transporter, DctM component	15
700mSIPHEX1_3_scaffold_31_c1_159	700mSIPHEX1_3	PF00941	FAD binding domain in molybdopterin dehydrogenase	3
700mSIPHEX1_3_scaffold_33_c1_38	700mSIPHEX1_3	PF00686	Starch binding domain	1
700mSIPHEX1_3_scaffold_33_c1_38	700mSIPHEX1_3	PF02806	Alpha amylase, C-terminal all-beta domain	1
700mSIPHEX1_3_scaffold_33_c1_38	700mSIPHEX1_3	PF00128	Alpha amylase, catalytic domain	4
700mSIPHEX1_3_scaffold_71_c1_31	700mSIPHEX1_3	PF00171	Aldehyde dehydrogenase family	15
700mSIPHEX1_3_scaffold_71_c1_136	700mSIPHEX1_3	PF00072	Response regulator receiver domain	67
700mSIPHEX1_3_scaffold_6_c1_328	700mSIPHEX1_3	PF02617	ATP-dependent Clp protease adaptor protein ClpS	1
700mSIPHEX1_3_scaffold_24_c1_76	700mSIPHEX1_3	PF03937	Flavinator of succinate dehydrogenase	1
700mSIPHEX1_3_scaffold_6_c1_525	700mSIPHEX1_3	PF21073	Glutamate dehydrogenase, helical motif 1	1
700mSIPHEX1_3_scaffold_6_c1_525	700mSIPHEX1_3	PF05088	Bacterial NAD-glutamate dehydrogenase, catalytic domain	2
700mSIPHEX1_3_scaffold_6_c1_525	700mSIPHEX1_3	PF21075	Glutamate dehydrogenase, ACT1 domain	1
700mSIPHEX1_3_scaffold_6_c1_525	700mSIPHEX1_3	PF21076	Glutamate dehydrogenase, ACT2 domain	1
700mSIPHEX1_3_scaffold_6_c1_525	700mSIPHEX1_3	PF21074	Glutamate dehydrogenase, C-terminal	2
700mSIPHEX1_3_scaffold_6_c1_525	700mSIPHEX1_3	PF21079	Glutamate dehydrogenase, helical motif 2	2
700mSIPHEX1_3_scaffold_6_c1_525	700mSIPHEX1_3	PF21077	Glutamate dehydrogenase, ACT3 domain	2
700mSIPHEX1_3_scaffold_6_c1_525	700mSIPHEX1_3	PF21078	Glutamate dehydrogenase, helical motif 3	2
700mSIPHEX1_3_scaffold_31_c1_91	700mSIPHEX1_3	PF12848	ABC transporter	4
700mSIPHEX1_3_scaffold_31_c1_91	700mSIPHEX1_3	PF00005	ABC transporter	76
700mSIPHEX1_3_scaffold_31_c1_91	700mSIPHEX1_3	PF16326	ABC transporter C-terminal domain	2
700mSIPHEX1_3_scaffold_12_c1_307	700mSIPHEX1_3	PF02879	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II	4
700mSIPHEX1_3_scaffold_12_c1_307	700mSIPHEX1_3	PF02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I	4
700mSIPHEX1_3_scaffold_12_c1_307	700mSIPHEX1_3	PF00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain	4
700mSIPHEX1_3_scaffold_12_c1_307	700mSIPHEX1_3	PF02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	4
700mSIPHEX1_3_scaffold_31_c1_270	700mSIPHEX1_3	PF13411	MerR HTH family regulatory protein	6
