Module	Module_description	Pathway	Pathway_description	Cycle	Pathway_cycle	Detail_cycle	Genes	Gene_description	Enzyme	KO	rbims_pathway	rbims_sub_pathway	Bin_10	Bin_12	Bin_56	Bin_113	Bin_1	Bin_2
M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	map00680	Methane metabolism	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00020	Serine biosynthesis, glycerate-3P => serine	map00750	Vitamin B6 metabolism	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	map00750	Vitamin B6 metabolism	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00020	Serine biosynthesis, glycerate-3P => serine	map01100	Metabolic pathways	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	map01100	Metabolic pathways	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00020	Serine biosynthesis, glycerate-3P => serine	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00020	Serine biosynthesis, glycerate-3P => serine	map01120	Microbial metabolism in diverse environments	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	map01120	Microbial metabolism in diverse environments	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00020	Serine biosynthesis, glycerate-3P => serine	map01200	Carbon metabolism	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	map01200	Carbon metabolism	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00020	Serine biosynthesis, glycerate-3P => serine	map01230	Biosynthesis of amino acids	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	map01230	Biosynthesis of amino acids	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00020	Serine biosynthesis, glycerate-3P => serine	map01240	Biosynthesis of cofactors	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	map01240	Biosynthesis of cofactors	NA	NA	NA	serC, PSAT1	phosphoserine aminotransferase [EC:2.6.1.52]	ec:2.6.1.52	K00831	NA	NA	0	0	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	ybeY, yqfG	probable rRNA maturation factor	NA	K07042	Inorganics	Phosphate metabolism	0	0	0	0	1	1
NA	NA	NA	NA	NA	NA	NA	tlyC	putative hemolysin	NA	K03699	NA	NA	0	0	0	0	1	1
NA	NA	NA	NA	NA	NA	NA	yprB	uncharacterized protein	NA	K07502	NA	NA	0	0	0	0	1	0
NA	NA	map00511	Other glycan degradation	NA	NA	NA	NEU1	sialidase-1 [EC:3.2.1.18]	ec:3.2.1.18	K01186	NA	NA	0	0	0	0	1	1
NA	NA	map00600	Sphingolipid metabolism	NA	NA	NA	NEU1	sialidase-1 [EC:3.2.1.18]	ec:3.2.1.18	K01186	NA	NA	0	0	0	0	1	1
NA	NA	map01100	Metabolic pathways	NA	NA	NA	NEU1	sialidase-1 [EC:3.2.1.18]	ec:3.2.1.18	K01186	NA	NA	0	0	0	0	1	1
NA	NA	map04142	Lysosome	NA	NA	NA	NEU1	sialidase-1 [EC:3.2.1.18]	ec:3.2.1.18	K01186	NA	NA	0	0	0	0	1	1
NA	NA	NA	NA	NA	NA	NA	doc	death on curing protein	NA	K07341	NA	NA	0	0	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	ruvX	putative holliday junction resolvase [EC:3.1.-.-]	NA	K07447	NA	NA	0	0	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	K07015	uncharacterized protein	NA	K07015	NA	NA	0	0	0	0	1	1
M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	NA	NA	NA	aroE	shikimate dehydrogenase [EC:1.1.1.25]	ec:1.1.1.25	K00014	NA	NA	0	0	0	0	1	1
M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	map01100	Metabolic pathways	NA	NA	NA	aroE	shikimate dehydrogenase [EC:1.1.1.25]	ec:1.1.1.25	K00014	NA	NA	0	0	0	0	1	1
M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	aroE	shikimate dehydrogenase [EC:1.1.1.25]	ec:1.1.1.25	K00014	NA	NA	0	0	0	0	1	1
M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	map01230	Biosynthesis of amino acids	NA	NA	NA	aroE	shikimate dehydrogenase [EC:1.1.1.25]	ec:1.1.1.25	K00014	NA	NA	0	0	0	0	1	1
NA	NA	map00520	Amino sugar and nucleotide sugar metabolism	NA	NA	NA	nagA, AMDHD2	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	ec:3.5.1.25	K01443	NA	NA	0	0	0	0	1	1
NA	NA	map01100	Metabolic pathways	NA	NA	NA	nagA, AMDHD2	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	ec:3.5.1.25	K01443	NA	NA	0	0	0	0	1	1
NA	NA	NA	NA	NA	NA	NA	cpxP, spy	periplasmic protein CpxP/Spy	NA	K06006	NA	NA	0	0	0	0	1	2
NA	NA	map03070	Bacterial secretion system	Secretion system	Type II Secretion 	gspD; general secretion pathway protein D	gspD	general secretion pathway protein D	NA	K02453	Type II general secretion pathway	general secretion pathway protein D 	0	0	0	0	1	1
NA	NA	map05111	Biofilm formation - Vibrio cholerae	Secretion system	Type II Secretion 	gspD; general secretion pathway protein D	gspD	general secretion pathway protein D	NA	K02453	Type II general secretion pathway	general secretion pathway protein D 	0	0	0	0	1	1
NA	NA	map03070	Bacterial secretion system	Secretion system	Type II Secretion 	gspK; general secretion pathway protein K	gspK	general secretion pathway protein K	NA	K02460	Type II general secretion pathway	general secretion pathway protein K 	0	0	0	0	1	1
NA	NA	map05111	Biofilm formation - Vibrio cholerae	Secretion system	Type II Secretion 	gspK; general secretion pathway protein K	gspK	general secretion pathway protein K	NA	K02460	Type II general secretion pathway	general secretion pathway protein K 	0	0	0	0	1	1
M00793	dTDP-L-rhamnose biosynthesis	map00521	Streptomycin biosynthesis	NA	NA	NA	rfbD, rmlD	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	ec:1.1.1.133	K00067	NA	NA	0	0	0	0	1	0
M00793	dTDP-L-rhamnose biosynthesis	map00523	Polyketide sugar unit biosynthesis	NA	NA	NA	rfbD, rmlD	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	ec:1.1.1.133	K00067	NA	NA	0	0	0	0	1	0
M00793	dTDP-L-rhamnose biosynthesis	map00541	O-Antigen nucleotide sugar biosynthesis	NA	NA	NA	rfbD, rmlD	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	ec:1.1.1.133	K00067	NA	NA	0	0	0	0	1	0
M00793	dTDP-L-rhamnose biosynthesis	map01100	Metabolic pathways	NA	NA	NA	rfbD, rmlD	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	ec:1.1.1.133	K00067	NA	NA	0	0	0	0	1	0
M00793	dTDP-L-rhamnose biosynthesis	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	rfbD, rmlD	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	ec:1.1.1.133	K00067	NA	NA	0	0	0	0	1	0
NA	NA	map00565	Ether lipid metabolism	NA	NA	NA	PAFAH1B2_3	platelet-activating factor acetylhydrolase IB subunit beta/gamma [EC:3.1.1.47]	ec:3.1.1.47	K16795	NA	NA	0	0	0	0	1	2
NA	NA	map01100	Metabolic pathways	NA	NA	NA	PAFAH1B2_3	platelet-activating factor acetylhydrolase IB subunit beta/gamma [EC:3.1.1.47]	ec:3.1.1.47	K16795	NA	NA	0	0	0	0	1	2
M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis	NA	NA	NA	E2.5.1.54, aroF, aroG, aroH	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	ec:2.5.1.54	K01626	NA	NA	0	0	0	0	3	0
M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	map01100	Metabolic pathways	NA	NA	NA	E2.5.1.54, aroF, aroG, aroH	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	ec:2.5.1.54	K01626	NA	NA	0	0	0	0	3	0
M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	E2.5.1.54, aroF, aroG, aroH	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	ec:2.5.1.54	K01626	NA	NA	0	0	0	0	3	0
M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	map01230	Biosynthesis of amino acids	NA	NA	NA	E2.5.1.54, aroF, aroG, aroH	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	ec:2.5.1.54	K01626	NA	NA	0	0	0	0	3	0
M00022	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	map02024	Quorum sensing	NA	NA	NA	E2.5.1.54, aroF, aroG, aroH	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	ec:2.5.1.54	K01626	NA	NA	0	0	0	0	3	0
NA	NA	NA	NA	NA	NA	NA	pcp	pyroglutamyl-peptidase [EC:3.4.19.3]	ec:3.4.19.3	K01304	NA	NA	0	0	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	trmD	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	ec:2.1.1.228	K00554	NA	NA	0	0	0	0	1	0
NA	NA	map03010	Ribosome	NA	NA	NA	RP-L19, MRPL19, rplS	large subunit ribosomal protein L19	NA	K02884	NA	NA	0	0	0	0	1	0
NA	NA	map02010	ABC transporters	NA	NA	NA	araG	L-arabinose transport system ATP-binding protein [EC:7.5.2.12]	ec:7.5.2.12	K10539	NA	NA	0	0	0	0	1	1
NA	NA	NA	NA	NA	NA	NA	ABC.SS.A	simple sugar transport system ATP-binding protein [EC:7.5.2.-]	NA	K02056	NA	NA	0	0	0	0	1	1
NA	NA	map02010	ABC transporters	NA	NA	NA	araH	L-arabinose transport system permease protein	NA	K10538	NA	NA	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00010	Glycolysis / Gluconeogenesis	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00010	Glycolysis / Gluconeogenesis	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00053	Ascorbate and aldarate metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00053	Ascorbate and aldarate metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00071	Fatty acid degradation	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00071	Fatty acid degradation	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00280	Valine, leucine and isoleucine degradation	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00280	Valine, leucine and isoleucine degradation	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00310	Lysine degradation	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00310	Lysine degradation	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00330	Arginine and proline metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00330	Arginine and proline metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00340	Histidine metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00340	Histidine metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00380	Tryptophan metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00380	Tryptophan metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00410	beta-Alanine metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00410	beta-Alanine metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00561	Glycerolipid metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00561	Glycerolipid metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00620	Pyruvate metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00620	Pyruvate metabolism	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00625	Chloroalkane and chloroalkene degradation	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00625	Chloroalkane and chloroalkene degradation	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00770	Pantothenate and CoA biosynthesis	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00770	Pantothenate and CoA biosynthesis	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00903	Limonene and pinene degradation	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00903	Limonene and pinene degradation	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map00981	Insect hormone biosynthesis	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map00981	Insect hormone biosynthesis	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map01100	Metabolic pathways	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map01100	Metabolic pathways	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map01110	Biosynthesis of secondary metabolites	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map01110	Biosynthesis of secondary metabolites	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map01120	Microbial metabolism in diverse environments	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map01120	Microbial metabolism in diverse environments	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	map01240	Biosynthesis of cofactors	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	map01240	Biosynthesis of cofactors	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	aldehyde dehydrogenase (NAD+)	ALDH	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	ec:1.2.1.3	K00128	Fermentation	Mixed acid: ethanol, acetate to acetylaldehyde	0	0	0	0	1	1
NA	NA	map02020	Two-component system	NA	NA	NA	glnB	nitrogen regulatory protein P-II 1	NA	K04751	NA	NA	0	0	0	0	1	0
NA	NA	map00030	Pentose phosphate pathway	NA	NA	NA	deoB	phosphopentomutase [EC:5.4.2.7]	ec:5.4.2.7	K01839	NA	NA	0	0	0	0	1	0
NA	NA	map00230	Purine metabolism	NA	NA	NA	deoB	phosphopentomutase [EC:5.4.2.7]	ec:5.4.2.7	K01839	NA	NA	0	0	0	0	1	0
NA	NA	map01100	Metabolic pathways	NA	NA	NA	deoB	phosphopentomutase [EC:5.4.2.7]	ec:5.4.2.7	K01839	NA	NA	0	0	0	0	1	0
M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	map00290	Valine, leucine and isoleucine biosynthesis	NA	NA	NA	leuB, IMDH	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	ec:1.1.1.85	K00052	NA	NA	0	0	0	0	1	0
